iso2,year,gdp,population
MT,1996,3822882801,379905
MM,1996,5759624742,43423369
ME,1996,,611003
MN,1996,1345719472,2357033
MZ,1996,3856799844,16079553
MR,1996,2132081882,2428816
MU,1996,4421943911,1133996
MW,1996,2281034131,10310528
MY,1996,1.00855E+11,20689051
NA,1996,3989208662,1650066
NE,1996,2405687081,10149937
NG,1996,51075815093,110956183
NI,1996,4308351903,4812391
NL,1996,4.5049E+11,15530498
NO,1996,1.6352E+11,4381336
NP,1996,4521580381,22783969
NR,1996,,10345
NZ,1996,70140835299,3732000
OM,1996,15277763329,2209958
PK,1996,63320122807,137234810
PA,1996,9870494000,2771606
PE,1996,55252414130,24907304
PH,1996,94648084429,70944969
PW,1996,,17732
PG,1996,5155311077,4785895
PL,1996,1.60193E+11,38624370
KP,1996,,22614347
PT,1996,1.2263E+11,10063945
PY,1996,9788391781,4711655
QA,1996,9059340385,529265
RO,1996,36937074278,22619004
RU,1996,3.91725E+11,148160129
RW,1996,1382334879,6715510
SA,1996,1.58662E+11,19410280
SD,1996,9018243044,23862258
SN,1996,6559712551,8843423
SG,1996,96295886525,3670704
SB,1996,510580417.2,386069
SL,1996,941742152.7,4347370
SV,1996,9586327800,5797140
SM,1996,,25235
SO,1996,,7472450
RS,1996,21818007449,7617794
SS,1996,,5434894
ST,1996,,135412
SR,1996,861411471.3,443834
SK,1996,27925036755,5373361
SI,1996,21507232649,1988628
SE,1996,2.91744E+11,8840998
SZ,1996,1602760100,973587
SC,1996,503068472.2,76417
SY,1996,61546280624,14708879
TD,1996,1607345450,7200291
TG,1996,1465448290,4445883
TH,1996,1.83035E+11,60211096
TJ,1996,1043654822,6035600
TM,1996,2378759975,4301093
TL,1996,,831269
TO,1996,222100576.4,100195
TT,1996,5759537726,1313434
TN,1996,19587322786,9430550
TR,1996,1.81476E+11,60293786
TV,1996,12334846.23,9611
TZ,1996,6496195451,31140733
UG,1996,6044585327,21249572
UA,1996,44558075977,51057800
UY,1996,20515543039,3226633
US,1996,8.07312E+12,269394000
UZ,1996,13948892216,23225000
VC,1996,331488888.9,114290
VE,1996,70543211119,22572110
VN,1996,24657470575,74946448
VU,1996,261370044.5,174714
WS,1996,249908970.7,176713
YE,1996,5785685311,16614326
ZA,1996,1.63237E+11,44661603
ZM,1996,3597220962,8902019
ZW,1996,8553146600,11178171
AF,1997,,17788819
AO,1997,7648377413,14871146
AL,1997,2258513974,3148281
AD,1997,1180597273,64682
AE,1997,78839008445,2746119
AR,1997,2.92859E+11,35815971
AM,1997,1639492445,3271418
AG,1997,680618518.5,71218
AU,1997,4.35324E+11,18423037
AT,1997,2.1279E+11,7968041
AZ,1997,3962238113,7838250
BI,1997,972896267.9,5923862
BE,1997,2.52708E+11,10181245
BJ,1997,2268301538,6387026
BF,1997,2447668985,10897353
BD,1997,48244309133,122039226
BG,1997,11315986087,8312068
BH,1997,6349202394,652643
BS,1997,6332360000,310171
BA,1997,3671816504,4047748
BY,1997,14128408566,10117433
BZ,1997,654582900,217117
BO,1997,7925673467,8137619
BR,1997,8.83206E+11,168546707
BB,1997,2498384130,263224
BN,1997,5197332974,313215
BT,1997,352260952.9,546865
BW,1997,5020214747,1619354
CF,1997,937741468,3458472
CA,1997,6.54987E+11,29905948
CH,1997,2.95121E+11,7088906
CL,1997,85728899954,14809289
CN,1997,9.61604E+11,1230075000
CI,1997,18047557172,15335453
CM,1997,10789457915,13941181
CD,1997,6090840548,44822198
CG,1997,2322719101,2875037
CO,1997,1.0666E+11,37291946
KM,1997,364445589.7,505033
CV,1997,490608657.9,430654
CR,1997,12614602382,3739421
CU,1997,25365908100,10998129
CY,1997,9547818700,897471
CZ,1997,62180159376,10304131
DE,1997,2.21199E+12,82034771
DJ,1997,502675542,667786
DM,1997,302988888.9,69081
DK,1997,1.73538E+11,5284991
DO,1997,20017480055,8150076
DZ,1997,48177612042,29476031
EC,1997,28162053027,11987838
EG,1997,78436578171,66993728
ER,1997,686490090.1,2291561
ES,1997,5.90077E+11,40057389
EE,1997,5154420649,1399535
ET,1997,8589211391,61233480
FI,1997,1.26912E+11,5139835
FJ,1997,2090184941,804572
FR,1997,1.45288E+12,59969944
FM,1997,206626300,111133
GA,1997,5326816859,1179806
GB,1997,1.55957E+12,58316954
GE,1997,3510520231,4349913
GH,1997,6891308594,18268040
GN,1997,3783700462,7842806
GM,1997,803630742.5,1317002
GW,1997,268550998.2,1162443
GQ,1997,442337849.5,605570
GR,1997,1.43158E+11,10661259
GD,1997,392190592.6,105549
GT,1997,17790026222,10788362
GY,1997,749138009.6,755211
HN,1997,5737099650,6144112
HR,1997,24091170703,4534920
HT,1997,3338938830,7915172
HU,1997,47296952929,10290486
ID,1997,2.15749E+11,204628007
IN,1997,4.15868E+11,1002335230
IE,1997,82856648758,3674171
IR,1997,1.13919E+11,62480533
IQ,1997,20764857056,22330770
IS,1997,7569666974,271128
IL,1997,1.14753E+11,5836000
IT,1997,1.24188E+12,56890372
JM,1997,8400033894,2554954
JO,1997,7246188575,4733665
JP,1997,4.49245E+12,126057000
KZ,1997,22165932063,15334405
KE,1997,13115773738,28364264
KG,1997,1767864036,4696400
KH,1997,3443413389,11431569
KI,1997,67537479.59,84308
KN,1997,374641308,43656
KR,1997,5.69755E+11,45953580
KW,1997,30355093966,1761468
LA,1997,1747011857,5150538
LB,1997,15751867489,4107551
LR,1997,,2383300
LY,1997,30698633109,4902346
LC,1997,805925925.9,155454
LI,1997,2298410391,31770
LK,1997,15091913884,18470897
LS,1997,997996028.7,1972579
LT,1997,10118631852,3575137
LU,1997,19563836265,419450
LV,1997,6527926446,2432851
MA,1997,39147844526,27397118
MC,1997,2840175545,31968
MD,1997,1930081169,2936413
MG,1997,4262965282,14778903
MV,1997,508223602.4,269040
MX,1997,5.00413E+11,93183094
MH,1997,110705600,52358
MK,1997,3912986091,1996869
ML,1997,2697105822,10359301
MT,1997,3793418418,382791
MM,1997,5633070603,43972046
ME,1997,,609520
MN,1997,1180934203,2381771
MZ,1997,4648832184,16521724
MR,1997,2072001067,2484278
MU,1997,4187367602,1148284
MW,1997,2663234934,10512678
MY,1997,1.00005E+11,21249178
NA,1997,4154955686,1693242
NE,1997,2290318800,10494201
NG,1997,54457835193,113791181
NI,1997,4389965591,4895962
NL,1997,4.16813E+11,15610650
NO,1997,1.61357E+11,4405157
NP,1997,4918691917,23249417
NR,1997,,10363
NZ,1997,66075143416,3781300
OM,1997,15837451235,2245588
PK,1997,62433300338,141330267
PA,1997,10677286100,2827992
PE,1997,58147522523,25365386
PH,1997,94106183450,72718837
PW,1997,,18297
PG,1997,4936615299,4960439
PL,1997,1.59358E+11,38649660
KP,1997,,22827373
PT,1997,1.17017E+11,10108977
PY,1997,9965225678,4818289
QA,1997,11297802115,550591
RO,1997,35574916295,22553978
RU,1997,4.04929E+11,147915361
RW,1997,1851558302,7666732
SA,1997,1.65964E+11,19938377
SD,1997,11681494637,24454372
SN,1997,6041478436,9051539
SG,1997,1.00124E+11,3796038
SB,1997,526559955.9,397050
SL,1997,850218033.6,4405028
SV,1997,10221705900,5842638
SM,1997,,25596
SO,1997,,7734313
RS,1997,25676488000,7596501
SS,1997,,5589410
ST,1997,,137656
SR,1997,926422500,452887
SK,1997,27706028096,5383291
SI,1997,20763101741,1985956
SE,1997,2.68146E+11,8846062
SZ,1997,1716699913,990734
SC,1997,562958836.5,77319
SY,1997,66420400891,15103996
TD,1997,1544689503,7450874
TG,1997,1498950899,4592550
TH,1997,1.50181E+11,60989108
TJ,1997,921572114.5,6117069
TM,1997,2450349634,4363672
TL,1997,,843341
TO,1997,214991452.3,100658
TT,1997,5737751332,1318171
TN,1997,20746360430,9557948
TR,1997,1.89835E+11,61277426
TV,1997,12700905.45,9630
TZ,1997,7683852497,31785846
UG,1997,6269333313,21876935
UA,1997,50150400172,50594600
UY,1997,23969823010,3245069
US,1997,8.57755E+12,272657000
UZ,1997,14744603774,23667000
VC,1997,347770370.4,114276
VE,1997,85843534589,23037561
VN,1997,26843700442,76058603
VU,1997,272771209.1,178871
WS,1997,285475591.9,178543
YE,1997,6838557384,17108681
ZA,1997,1.68977E+11,45285048
ZM,1997,4303281932,9133156
ZW,1997,8529571600,11362401
AF,1998,,18493132
AO,1998,6506229607,15366864
AL,1998,2545964541,3128530
AD,1998,1211932398,65186
AE,1998,75674336283,2921130
AR,1998,2.98948E+11,36233195
AM,1998,1893726437,3240550
AG,1998,727859259.3,72572
AU,1998,3.99404E+11,18607584
AT,1998,2.1826E+11,7976789
AZ,1998,4446368571,7913000
BI,1998,893770806.1,6035340
BE,1998,2.58528E+11,10203008
BJ,1998,2455092582,6584183
BF,1998,2804902248,11201063
BD,1998,49984559471,124350471
BG,1998,15030695297,8256786
BH,1998,6183776596,672484
BS,1998,6833220000,315398
BA,1998,4116699437,4115059
BY,1998,15222012660,10071963
BZ,1998,689140000,224907
BO,1998,8497545544,8286928
BR,1998,8.63711E+11,171039804
BB,1998,2817083478,263642
BN,1998,4051147228,320152
BT,1998,363452787.2,557143
BW,1998,4790458837,1655699
CF,1998,967338348.7,3555064
CA,1998,6.34E+11,30155173
CH,1998,3.03882E+11,7110001
CL,1998,81995304456,14996742
CN,1998,1.02904E+12,1241935000
CI,1998,19619653924,15858990
CM,1998,11298144512,14314599
CD,1998,6217806273,45895524
CG,1998,1949481381,2937166
CO,1998,98443739941,37944414
KM,1998,370106776,515959
CV,1998,521910560.5,440214
CR,1998,13684255947,3821421
CU,1998,25736331200,11033758
CY,1998,10248617647,914660
CZ,1998,66807429711,10294373
DE,1998,2.23899E+12,82047195
DJ,1998,514267869.3,694920
DM,1998,322411111.1,68938
DK,1998,1.76992E+11,5304219
DO,1998,21672231761,8282126
DZ,1998,48187747529,29924668
EC,1998,27981896948,12199693
EG,1998,84828807556,68446011
ER,1998,745526154.9,2322753
ES,1998,6.19215E+11,40223509
EE,1998,5674080543,1386156
ET,1998,7818224906,63136493
FI,1998,1.34039E+11,5153498
FJ,1998,1653160862,813947
FR,1998,1.50311E+12,60192790
FM,1998,218873100,111406
GA,1998,4483417120,1209832
GB,1998,1.65339E+12,58487141
GE,1998,3613541517,4243607
GH,1998,7480968858,18714708
GN,1998,3588375477,7992545
GM,1998,840285264.6,1356189
GW,1998,206457544.5,1184071
GQ,1998,370687618.7,629734
GR,1998,1.44428E+11,10720509
GD,1998,445903592.6,106200
GT,1998,19395491993,11046215
GY,1998,717530683.2,756697
HN,1998,6366340266,6308537
HR,1998,25792876644,4532135
HT,1998,3723909227,8060896
HU,1998,48706787306,10266570
ID,1998,95445547873,207855486
IN,1998,4.21351E+11,1021434576
IE,1998,90199410116,3712696
IR,1998,1.10277E+11,63461421
IQ,1998,20617405044,23053488
IS,1998,8503693099,274047
IL,1998,1.15999E+11,5971000
IT,1998,1.27005E+12,56906744
JM,1998,8787195622,2576567
JO,1998,7912327362,4844403
JP,1998,4.09836E+12,126400000
KZ,1998,22135254836,15071640
KE,1998,14093998844,29137373
KG,1998,1645963750,4769000
KH,1998,3120425503,11669077
KI,1998,65334841.06,85805
KN,1998,383257331.4,44230
KR,1998,3.83331E+11,46286503
KW,1998,25939960630,1819544
LA,1998,1280177839,5246922
LB,1998,17247179006,4178784
LR,1998,,2639224
LY,1998,27249786142,4980962
LC,1998,877407407.4,156855
LI,1998,2479721341,32190
LK,1998,15794972847,18564595
LS,1998,928458206,1985639
LT,1998,11239547691,3549331
LU,1998,20150053345,424700
LV,1998,7166275468,2410019
MA,1998,41806219379,27791825
MC,1998,2934498443,32209
MD,1998,1698717505,2935227
MG,1998,4401967499,15250934
MV,1998,540096397.6,273796
MX,1998,5.26502E+11,94767284
MH,1998,112279400,53164
MK,1998,3765747305,2007523
ML,1998,2920358713,10620475
MT,1998,4010571223,385287
MM,1998,4613071495,44516185
ME,1998,,607662
MN,1998,1124440249,2405148
MZ,1998,5263877520,16923195
MR,1998,2032345832,2550501
MU,1998,4169664285,1160421
MW,1998,1750584265,10732456
MY,1998,72167498981,21810542
NA,1998,3873098656,1735953
NE,1998,2643363407,10854920
NG,1998,54604050168,116690527
NI,1998,4635267225,4974552
NL,1998,4.38008E+11,15707209
NO,1998,1.54163E+11,4431464
NP,1998,4856255044,23703328
NR,1998,,10377
NZ,1998,56227169851,3815000
OM,1998,13996914694,2279727
PK,1998,62191955814,145476106
PA,1998,11575486400,2885177
PE,1998,55501467877,25818226
PH,1998,74492325248,74491918
PW,1998,,18852
PG,1998,3789443015,5138829
PL,1998,1.74686E+11,38663481
KP,1998,,23023636
PT,1998,1.23946E+11,10160196
PY,1998,9260481572,4923449
QA,1998,10255495027,580997
RO,1998,41694118973,22507344
RU,1998,2.70955E+11,147670784
RW,1998,1989343495,7914645
SA,1998,1.46775E+11,20472580
SD,1998,11250327988,25029144
SN,1998,6505607633,9261526
SG,1998,85728310229,3927213
SB,1998,457584496.2,408145
SL,1998,672375927.4,4449975
SV,1998,10936669900,5885083
SM,1998,,25997
SO,1998,,8056862
RS,1998,19457979423,7567745
SS,1998,,5699436
ST,1998,,139790
SR,1998,1110850000,461749
SK,1998,29856000671,5390516
SI,1998,22146231968,1981629
SE,1998,2.70809E+11,8850974
SZ,1998,1576904292,1005158
SC,1998,608369282.2,78846
SY,1998,70418173719,15500542
TD,1998,1744794457,7709115
TG,1998,1587345951,4728297
TH,1998,1.13676E+11,61745217
TJ,1998,1320242081,6156805
TM,1998,2605688065,4431517
TL,1998,,855409
TO,1998,191504892.8,101343
TT,1998,6043694330,1322572
TN,1998,21803372267,9677148
TR,1998,2.75967E+11,62242204
TV,1998,12757632.87,9634
TZ,1998,12270448700,32626498
UG,1998,6584815847,22537658
UA,1998,41883241478,50144500
UY,1998,25385928189,3262683
US,1998,9.06282E+12,275854000
UZ,1998,14988971211,24051000
VC,1998,373618518.5,114165
VE,1998,91331203433,23503819
VN,1998,27209602050,77128424
VU,1998,262293410.7,183088
WS,1998,269481523.2,180385
YE,1998,6325141676,17608133
ZA,1998,1.52983E+11,45852166
ZM,1998,3537683046,9372430
ZW,1998,6401968200,11548364
AF,1999,,19262847
AO,1999,6152922943,15870753
AL,1999,3212121651,3108778
AD,1999,1239876305,65655
AE,1999,84445473111,3097563
AR,1999,2.83523E+11,36653031
AM,1999,1845482173,3206030
AG,1999,766200000,73821
AU,1999,3.89099E+11,18812264
AT,1999,2.17259E+11,7992324
AZ,1999,4581432039,7982750
BI,1999,808077223.4,6180180
BE,1999,2.58246E+11,10226419
BJ,1999,3677394292,6788589
BF,1999,3389566983,11533554
BD,1999,51270569884,126754824
BG,1999,13627323285,8210624
BH,1999,6621010372,692133
BS,1999,7683870000,320272
BA,1999,4685733115,4153014
BY,1999,12138486532,10026738
BZ,1999,732732350,232733
BO,1999,8285075838,8439052
BR,1999,5.99642E+11,173486281
BB,1999,2951822205,264170
BN,1999,4600000000,327045
BT,1999,399268801.7,570990
BW,1999,5484257417,1691558
CF,1999,999477510.7,3655360
CA,1999,6.78412E+11,30401286
CH,1999,2.9852E+11,7143991
CL,1999,75596103237,15176410
CN,1999,1.094E+12,1252735000
CI,1999,18870992456,16345894
CM,1999,11565827386,14698973
CD,1999,4711259427,47227238
CG,1999,2354772959,3016659
CO,1999,86186158685,38585033
KM,1999,382454990,526443
CV,1999,592416703.1,449627
CR,1999,14254866281,3901430
CU,1999,28364615200,11070094
CY,1999,10497908306,931600
CZ,1999,65173130995,10283860
DE,1999,2.19495E+12,82100243
DJ,1999,536080148.1,719371
DM,1999,331759259.3,68698
DK,1999,1.77965E+11,5321799
DO,1999,22136621337,8411374
DZ,1999,48640653469,30346083
EC,1999,19645272636,12412046
EG,1999,90710704807,69907887
ER,1999,688921325.7,2356477
ES,1999,6.34908E+11,40386875
EE,1999,5756912266,1390244
ET,1999,7700833482,65077579
FI,1999,1.35264E+11,5165474
FJ,1999,1936484565,823422
FR,1999,1.49315E+12,60504420
FM,1999,220140500,111539
GA,1999,4662992036,1240764
GB,1999,1.68576E+12,58682466
GE,1999,2800049395,4157192
GH,1999,7719354839,19176791
GN,1999,3461282543,8174897
GM,1999,814723460.1,1396499
GW,1999,224446663.8,1206474
GQ,1999,621117885.7,655029
GR,1999,1.42589E+11,10761698
GD,1999,482009370.4,106823
GT,1999,18318412251,11311078
GY,1999,694754988.3,758014
HN,1999,6414520530,6477365
HR,1999,23677307509,4512597
HT,1999,4153736347,8208941
HU,1999,49073380174,10237530
ID,1999,1.40001E+11,210996910
IN,1999,4.5882E+11,1040500054
IE,1999,98893958263,3754786
IR,1999,1.13848E+11,64474745
IQ,1999,36881601584,23820734
IS,1999,8982047589,277381
IL,1999,1.17166E+11,6125000
IT,1999,1.25245E+12,56916317
JM,1999,8887061867,2596271
JO,1999,8149106065,4950775
JP,1999,4.63598E+12,126631000
KZ,1999,16870821840,14928374
KE,1999,12896013577,29965129
KG,1999,1249061487,4840400
KH,1999,3517242477,11899006
KI,1999,69032258.06,87289
KN,1999,406595484.4,44825
KR,1999,4.97513E+11,46616677
KW,1999,30123850197,1877427
LA,1999,1454430642,5340056
LB,1999,17391056369,4250020
LR,1999,,2789743
LY,1999,35976714101,5057998
LC,1999,921851851.9,158256
LI,1999,2664026095,32615
LK,1999,15656327860,18663293
LS,1999,912771290.6,1994243
LT,1999,10971583945,3524238
LU,1999,21899317599,430475
LV,1999,7533788134,2390482
MA,1999,41632027600,28176997
MC,1999,2906093757,32394
MD,1999,1170782957,2930622
MG,1999,4277903780,15730885
MV,1999,589239753.6,278111
MX,1999,6.00233E+11,96334810
MH,1999,114326300,53834
MK,1999,3863621186,2017142
ML,1999,3440724708,10916993
MT,1999,4121350732,387578
MM,1999,5643818689,45041636
ME,1999,,606001
MN,1999,1057408589,2428488
MZ,1999,5976408044,17337893
MR,1999,1985924387,2620611
MU,1999,4343710333,1175267
MW,1999,1775921718,10973956
MY,1999,79148421053,22368655
NA,1999,3868541599,1778277
NE,1999,2537790023,11231469
NG,1999,59372613486,119695565
NI,1999,4855717875,5049878
NL,1999,4.4705E+11,15812088
NO,1999,1.62284E+11,4461913
NP,1999,5033642384,24143157
NR,1999,,10383
NZ,1999,58762260626,3835100
OM,1999,15593456177,2312600
PK,1999,62973855719,149694462
PA,1999,12130252200,2943120
PE,1999,50187324568,26252239
PH,1999,85640133800,76249064
PW,1999,,19380
PG,1999,3477038204,5321388
PL,1999,1.70031E+11,38660271
KP,1999,,23204498
PT,1999,1.2747E+11,10217828
PY,1999,8837070236,5026031
QA,1999,12393131868,613302
RO,1999,35952781582,22472040
RU,1999,1.95907E+11,147214776
RW,1999,2155707325,8009587
SA,1999,1.61717E+11,21009660
SD,1999,10682045258,25634162
SN,1999,6592835458,9478564
SG,1999,86284660767,3958723
SB,1999,488028751,419229
SL,1999,669384768.9,4475145
SV,1999,11284197000,5923852
SM,1999,1109098658,26404
SO,1999,,8384479
RS,1999,19388663551,7540401
SS,1999,,5850145
ST,1999,,141808
SR,1999,886290697.7,470458
SK,1999,30463670124,5396020
SI,1999,22711384311,1983045
SE,1999,2.74072E+11,8857874
SZ,1999,1547884442,1018370
SC,1999,622985493.7,80410
SY,1999,72970334076,15901201
TD,1999,1534673583,7981889
TG,1999,1576672792,4867941
TH,1999,1.26669E+11,62442651
TJ,1999,1086605267,6189565
TM,1999,2450564468,4501079
TL,1999,,866649
TO,1999,199214633.2,101982
TT,1999,6808982521,1327063
TN,1999,22943685719,9788067
TR,1999,2.56386E+11,63185615
TV,1999,13687141.11,9640
TZ,1999,12711213451,33499772
UG,1999,5998563258,23279247
UA,1999,31580960682,49674000
UY,1999,23983945191,3278963
US,1999,9.63117E+12,279040000
UZ,1999,17078465982,24311650
VC,1999,390718518.5,113995
VE,1999,97976886247,23966960
VN,1999,28683659007,78123713
VU,1999,268006972.7,187432
WS,1999,255410025.3,182211
YE,1999,7641102523,18114552
ZA,1999,1.51517E+11,46364681
ZM,1999,3404311977,9621238
ZW,1999,6858013100,11716454
AF,2000,,19542982
AO,2000,9129594819,16394062
AL,2000,3480355258,3089027
AD,2000,1429049198,66097
AE,2000,1.04337E+11,3275333
AR,2000,2.84204E+11,37070774
AM,2000,1911563669,3168523
AG,2000,826370370.4,75055
AU,2000,4.15576E+11,19028802
AT,2000,1.9729E+11,8011566
AZ,2000,5272798391,8048600
BI,2000,870486065.9,6307659
BE,2000,2.36792E+11,10251250
BJ,2000,3519991326,6998023
BF,2000,2968369991,11882888
BD,2000,53369787319,129193327
BG,2000,13245833844,8170172
BH,2000,9062898936,711442
BS,2000,8076470000,325014
BA,2000,5567405605,4179350
BY,2000,12736856828,9979610
BZ,2000,832072450,240406
BO,2000,8397912525,8592656
BR,2000,6.55448E+11,175873720
BB,2000,3059500000,264657
BN,2000,6001153306,333926
BT,2000,424464089.9,587207
BW,2000,5788329609,1726985
CF,2000,916777282.7,3759170
CA,2000,7.44773E+11,30685730
CH,2000,2.79841E+11,7184250
CL,2000,78249883996,15351799
CN,2000,1.21135E+12,1262645000
CI,2000,16577533355,16799670
CM,2000,10566578953,15091594
CD,2000,19088046306,48616317
CG,2000,3227927697,3134030
CO,2000,99886577331,39215135
KM,2000,351136568.4,536758
CV,2000,539227277.6,458251
CR,2000,15013629659,3979193
CU,2000,30565400000,11105791
CY,2000,9985844486,948237
CZ,2000,61828166496,10255063
DE,2000,1.94798E+12,82211508
DJ,2000,551230861.9,742033
DM,2000,333470370.4,68346
DK,2000,1.64159E+11,5339616
DO,2000,24305717542,8540791
DZ,2000,54790392746,30774621
EC,2000,18327764882,12626507
EG,2000,99838543960,71371371
ER,2000,706370815.6,2392880
ES,2000,5.98363E+11,40567864
EE,2000,5686579748,1396985
ET,2000,8242392104,67031867
FI,2000,1.2602E+11,5176209
FJ,2000,1678239218,832509
FR,2000,1.36564E+12,60921384
FM,2000,233271800,111709
GA,2000,5080483464,1272935
GB,2000,1.66213E+12,58892514
GE,2000,3057475335,4077131
GH,2000,4983024408,19665502
GN,2000,2995361141,8336967
GM,2000,782915402.4,1437539
GW,2000,371095510.1,1230849
GQ,2000,1045998496,684977
GR,2000,1.30458E+11,10805808
GD,2000,520044370.4,107432
GT,2000,19288827159,11589761
GY,2000,712667896.7,759051
HN,2000,7186650135,6656725
HR,2000,21839780971,4468302
HT,2000,6813577558,8360225
HU,2000,47218405892,10210971
ID,2000,1.65021E+11,214072421
IN,2000,4.68395E+11,1059633675
IE,2000,1.00208E+11,3805174
IR,2000,1.09592E+11,65544383
IQ,2000,48364250944,24628858
IS,2000,9025660362,281205
IL,2000,1.32456E+11,6289000
IT,2000,1.14668E+12,56942108
JM,2000,9005064475,2612205
JO,2000,8460424401,5056174
JP,2000,4.96836E+12,126843000
KZ,2000,18291994909,14883626
KE,2000,12705357103,30851606
KG,2000,1369688498,4898400
KH,2000,3654031716,12118841
